"","species","island","cycle","site","landCover","variable","estimate","standardError","LCI","UCI","modelType","modelFormulation","AIC","K","totalModelRuntime"
"1812","Johngarthia lagostoma","Ilha do Meio",4.1,34,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1813","Johngarthia lagostoma","Ilha do Meio",4.1,35,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1814","Johngarthia lagostoma","Ilha do Meio",4.1,36,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1815","Johngarthia lagostoma","Ilha do Meio",4.1,37,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1816","Johngarthia lagostoma","Ilha do Meio",4.1,38,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1817","Johngarthia lagostoma","Ilha do Meio",5,1,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1818","Johngarthia lagostoma","Ilha do Meio",5,2,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1819","Johngarthia lagostoma","Ilha do Meio",5,3,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1820","Johngarthia lagostoma","Ilha do Meio",5,4,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1821","Johngarthia lagostoma","Ilha do Meio",5,5,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1822","Johngarthia lagostoma","Ilha do Meio",5,6,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1823","Johngarthia lagostoma","Ilha do Meio",5,7,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1824","Johngarthia lagostoma","Ilha do Meio",5,8,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1825","Johngarthia lagostoma","Ilha do Meio",5,9,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1826","Johngarthia lagostoma","Ilha do Meio",5,10,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1827","Johngarthia lagostoma","Ilha do Meio",5,11,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1828","Johngarthia lagostoma","Ilha do Meio",5,12,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1829","Johngarthia lagostoma","Ilha do Meio",5,13,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1830","Johngarthia lagostoma","Ilha do Meio",5,14,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1831","Johngarthia lagostoma","Ilha do Meio",5,15,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1832","Johngarthia lagostoma","Ilha do Meio",5,16,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1833","Johngarthia lagostoma","Ilha do Meio",5,17,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1834","Johngarthia lagostoma","Ilha do Meio",5,18,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1835","Johngarthia lagostoma","Ilha do Meio",5,19,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1836","Johngarthia lagostoma","Ilha do Meio",5,20,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1837","Johngarthia lagostoma","Ilha do Meio",5,21,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1838","Johngarthia lagostoma","Ilha do Meio",5,22,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1839","Johngarthia lagostoma","Ilha do Meio",5,23,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1840","Johngarthia lagostoma","Ilha do Meio",5,24,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1841","Johngarthia lagostoma","Ilha do Meio",5,25,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1842","Johngarthia lagostoma","Ilha do Meio",5,26,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1843","Johngarthia lagostoma","Ilha do Meio",5,27,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1844","Johngarthia lagostoma","Ilha do Meio",5,28,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1845","Johngarthia lagostoma","Ilha do Meio",5,29,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1846","Johngarthia lagostoma","Ilha do Meio",5,30,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1847","Johngarthia lagostoma","Ilha do Meio",5,31,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1848","Johngarthia lagostoma","Ilha do Meio",5,32,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1849","Johngarthia lagostoma","Ilha do Meio",5,33,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1850","Johngarthia lagostoma","Ilha do Meio",5,34,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1851","Johngarthia lagostoma","Ilha do Meio",5,35,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1852","Johngarthia lagostoma","Ilha do Meio",5,36,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1853","Johngarthia lagostoma","Ilha do Meio",5,37,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1854","Johngarthia lagostoma","Ilha do Meio",5,38,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1855","Johngarthia lagostoma","Ilha do Meio",1,1,"open","initialPopulationDensity",0.887139966546546,0.887139966546546,0.887139966546546,0.887139966546546,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1856","Johngarthia lagostoma","Ilha do Meio",1,2,"open","initialPopulationDensity",0.887139966546546,0.887139966546546,0.887139966546546,0.887139966546546,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1857","Johngarthia lagostoma","Ilha do Meio",1,3,"treed","initialPopulationDensity",2.04095053396957,2.04095053396957,2.04095053396957,2.04095053396957,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1858","Johngarthia lagostoma","Ilha do Meio",1,4,"treed","initialPopulationDensity",2.04095053396957,2.04095053396957,2.04095053396957,2.04095053396957,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1859","Johngarthia lagostoma","Ilha do Meio",1,5,"treed","initialPopulationDensity",2.04095053396957,2.04095053396957,2.04095053396957,2.04095053396957,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1860","Johngarthia lagostoma","Ilha do Meio",1,6,"treed","initialPopulationDensity",2.04095053396957,2.04095053396957,2.04095053396957,2.04095053396957,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1861","Johngarthia lagostoma","Ilha do Meio",1,7,"treed","initialPopulationDensity",2.04095053396957,2.04095053396957,2.04095053396957,2.04095053396957,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1862","Johngarthia lagostoma","Ilha do Meio",1,8,"treed","initialPopulationDensity",2.04095053396957,2.04095053396957,2.04095053396957,2.04095053396957,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1863","Johngarthia lagostoma","Ilha do Meio",1,9,"treed","initialPopulationDensity",2.04095053396957,2.04095053396957,2.04095053396957,2.04095053396957,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1864","Johngarthia lagostoma","Ilha do Meio",1,10,"treed","initialPopulationDensity",2.04095053396957,2.04095053396957,2.04095053396957,2.04095053396957,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1865","Johngarthia lagostoma","Ilha do Meio",1,11,"treed","initialPopulationDensity",2.04095053396957,2.04095053396957,2.04095053396957,2.04095053396957,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1866","Johngarthia lagostoma","Ilha do Meio",1,12,"open","initialPopulationDensity",0.887139966546546,0.887139966546546,0.887139966546546,0.887139966546546,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1867","Johngarthia lagostoma","Ilha do Meio",1,13,"bushy","initialPopulationDensity",0.201382996551438,0.201382996551438,0.201382996551438,0.201382996551438,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1868","Johngarthia lagostoma","Ilha do Meio",1,14,"bushy","initialPopulationDensity",0.201382996551438,0.201382996551438,0.201382996551438,0.201382996551438,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1869","Johngarthia lagostoma","Ilha do Meio",1,15,"bushy","initialPopulationDensity",0.201382996551438,0.201382996551438,0.201382996551438,0.201382996551438,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1870","Johngarthia lagostoma","Ilha do Meio",1,16,"open","initialPopulationDensity",0.887139966546546,0.887139966546546,0.887139966546546,0.887139966546546,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1871","Johngarthia lagostoma","Ilha do Meio",1,17,"open","initialPopulationDensity",0.887139966546546,0.887139966546546,0.887139966546546,0.887139966546546,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1872","Johngarthia lagostoma","Ilha do Meio",1,18,"open","initialPopulationDensity",0.887139966546546,0.887139966546546,0.887139966546546,0.887139966546546,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1873","Johngarthia lagostoma","Ilha do Meio",1,19,"open","initialPopulationDensity",0.887139966546546,0.887139966546546,0.887139966546546,0.887139966546546,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1874","Johngarthia lagostoma","Ilha do Meio",1,20,"bushy","initialPopulationDensity",0.201382996551438,0.201382996551438,0.201382996551438,0.201382996551438,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1875","Johngarthia lagostoma","Ilha do Meio",1,21,"bushy","initialPopulationDensity",0.201382996551438,0.201382996551438,0.201382996551438,0.201382996551438,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1876","Johngarthia lagostoma","Ilha do Meio",1,22,"bushy","initialPopulationDensity",0.201382996551438,0.201382996551438,0.201382996551438,0.201382996551438,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1877","Johngarthia lagostoma","Ilha do Meio",1,23,"open","initialPopulationDensity",0.887139966546546,0.887139966546546,0.887139966546546,0.887139966546546,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1878","Johngarthia lagostoma","Ilha do Meio",1,24,"bushy","initialPopulationDensity",0.201382996551438,0.201382996551438,0.201382996551438,0.201382996551438,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1879","Johngarthia lagostoma","Ilha do Meio",1,25,"bushy","initialPopulationDensity",0.201382996551438,0.201382996551438,0.201382996551438,0.201382996551438,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1880","Johngarthia lagostoma","Ilha do Meio",1,26,"bushy","initialPopulationDensity",0.201382996551438,0.201382996551438,0.201382996551438,0.201382996551438,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1881","Johngarthia lagostoma","Ilha do Meio",1,27,"bushy","initialPopulationDensity",0.201382996551438,0.201382996551438,0.201382996551438,0.201382996551438,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1882","Johngarthia lagostoma","Ilha do Meio",1,28,"bushy","initialPopulationDensity",0.201382996551438,0.201382996551438,0.201382996551438,0.201382996551438,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1883","Johngarthia lagostoma","Ilha do Meio",1,29,"bushy","initialPopulationDensity",0.201382996551438,0.201382996551438,0.201382996551438,0.201382996551438,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1884","Johngarthia lagostoma","Ilha do Meio",1,30,"bushy","initialPopulationDensity",0.201382996551438,0.201382996551438,0.201382996551438,0.201382996551438,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1885","Johngarthia lagostoma","Ilha do Meio",1,31,"bushy","initialPopulationDensity",0.201382996551438,0.201382996551438,0.201382996551438,0.201382996551438,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1886","Johngarthia lagostoma","Ilha do Meio",1,32,"bushy","initialPopulationDensity",0.201382996551438,0.201382996551438,0.201382996551438,0.201382996551438,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1887","Johngarthia lagostoma","Ilha do Meio",1,33,"open","initialPopulationDensity",0.887139966546546,0.887139966546546,0.887139966546546,0.887139966546546,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1888","Johngarthia lagostoma","Ilha do Meio",1,34,"open","initialPopulationDensity",0.887139966546546,0.887139966546546,0.887139966546546,0.887139966546546,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1889","Johngarthia lagostoma","Ilha do Meio",1,35,"open","initialPopulationDensity",0.887139966546546,0.887139966546546,0.887139966546546,0.887139966546546,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1890","Johngarthia lagostoma","Ilha do Meio",1,36,"open","initialPopulationDensity",0.887139966546546,0.887139966546546,0.887139966546546,0.887139966546546,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1891","Johngarthia lagostoma","Ilha do Meio",1,37,"open","initialPopulationDensity",0.887139966546546,0.887139966546546,0.887139966546546,0.887139966546546,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1892","Johngarthia lagostoma","Ilha do Meio",1,38,"open","initialPopulationDensity",0.887139966546546,0.887139966546546,0.887139966546546,0.887139966546546,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1893","Johngarthia lagostoma","Ilha do Meio",1.1,1,"open","initialPopulationDensity",0.714136041497433,0.0261695625642252,0.664643275166884,0.767314294480105,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1894","Johngarthia lagostoma","Ilha do Meio",1.1,2,"open","initialPopulationDensity",0.714136041497433,0.0261695625642252,0.664643275166884,0.767314294480105,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1895","Johngarthia lagostoma","Ilha do Meio",1.1,3,"treed","initialPopulationDensity",1.64293842029788,0.0602055872841832,1.52907556699506,1.76528008893339,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1896","Johngarthia lagostoma","Ilha do Meio",1.1,4,"treed","initialPopulationDensity",1.64293842029788,0.0602055872841832,1.52907556699506,1.76528008893339,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1897","Johngarthia lagostoma","Ilha do Meio",1.1,5,"treed","initialPopulationDensity",1.64293842029788,0.0602055872841832,1.52907556699506,1.76528008893339,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1898","Johngarthia lagostoma","Ilha do Meio",1.1,6,"treed","initialPopulationDensity",1.64293842029788,0.0602055872841832,1.52907556699506,1.76528008893339,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1899","Johngarthia lagostoma","Ilha do Meio",1.1,7,"treed","initialPopulationDensity",1.64293842029788,0.0602055872841832,1.52907556699506,1.76528008893339,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1900","Johngarthia lagostoma","Ilha do Meio",1.1,8,"treed","initialPopulationDensity",1.64293842029788,0.0602055872841832,1.52907556699506,1.76528008893339,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1901","Johngarthia lagostoma","Ilha do Meio",1.1,9,"treed","initialPopulationDensity",1.64293842029788,0.0602055872841832,1.52907556699506,1.76528008893339,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1902","Johngarthia lagostoma","Ilha do Meio",1.1,10,"treed","initialPopulationDensity",1.64293842029788,0.0602055872841832,1.52907556699506,1.76528008893339,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1903","Johngarthia lagostoma","Ilha do Meio",1.1,11,"treed","initialPopulationDensity",1.64293842029788,0.0602055872841832,1.52907556699506,1.76528008893339,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1904","Johngarthia lagostoma","Ilha do Meio",1.1,12,"open","initialPopulationDensity",0.714136041497433,0.0261695625642252,0.664643275166884,0.767314294480105,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1905","Johngarthia lagostoma","Ilha do Meio",1.1,13,"bushy","initialPopulationDensity",0.16211067182778,0.00594055631169389,0.150875689787611,0.17418226857785,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1906","Johngarthia lagostoma","Ilha do Meio",1.1,14,"bushy","initialPopulationDensity",0.16211067182778,0.00594055631169389,0.150875689787611,0.17418226857785,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1907","Johngarthia lagostoma","Ilha do Meio",1.1,15,"bushy","initialPopulationDensity",0.16211067182778,0.00594055631169389,0.150875689787611,0.17418226857785,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1908","Johngarthia lagostoma","Ilha do Meio",1.1,16,"open","initialPopulationDensity",0.714136041497433,0.0261695625642252,0.664643275166884,0.767314294480105,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1909","Johngarthia lagostoma","Ilha do Meio",1.1,17,"open","initialPopulationDensity",0.714136041497433,0.0261695625642252,0.664643275166884,0.767314294480105,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1910","Johngarthia lagostoma","Ilha do Meio",1.1,18,"open","initialPopulationDensity",0.714136041497433,0.0261695625642252,0.664643275166884,0.767314294480105,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1911","Johngarthia lagostoma","Ilha do Meio",1.1,19,"open","initialPopulationDensity",0.714136041497433,0.0261695625642252,0.664643275166884,0.767314294480105,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1912","Johngarthia lagostoma","Ilha do Meio",1.1,20,"bushy","initialPopulationDensity",0.16211067182778,0.00594055631169389,0.150875689787611,0.17418226857785,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1913","Johngarthia lagostoma","Ilha do Meio",1.1,21,"bushy","initialPopulationDensity",0.16211067182778,0.00594055631169389,0.150875689787611,0.17418226857785,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1914","Johngarthia lagostoma","Ilha do Meio",1.1,22,"bushy","initialPopulationDensity",0.16211067182778,0.00594055631169389,0.150875689787611,0.17418226857785,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1915","Johngarthia lagostoma","Ilha do Meio",1.1,23,"open","initialPopulationDensity",0.714136041497433,0.0261695625642252,0.664643275166884,0.767314294480105,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1916","Johngarthia lagostoma","Ilha do Meio",1.1,24,"bushy","initialPopulationDensity",0.16211067182778,0.00594055631169389,0.150875689787611,0.17418226857785,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1917","Johngarthia lagostoma","Ilha do Meio",1.1,25,"bushy","initialPopulationDensity",0.16211067182778,0.00594055631169389,0.150875689787611,0.17418226857785,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1918","Johngarthia lagostoma","Ilha do Meio",1.1,26,"bushy","initialPopulationDensity",0.16211067182778,0.00594055631169389,0.150875689787611,0.17418226857785,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1919","Johngarthia lagostoma","Ilha do Meio",1.1,27,"bushy","initialPopulationDensity",0.16211067182778,0.00594055631169389,0.150875689787611,0.17418226857785,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1920","Johngarthia lagostoma","Ilha do Meio",1.1,28,"bushy","initialPopulationDensity",0.16211067182778,0.00594055631169389,0.150875689787611,0.17418226857785,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1921","Johngarthia lagostoma","Ilha do Meio",1.1,29,"bushy","initialPopulationDensity",0.16211067182778,0.00594055631169389,0.150875689787611,0.17418226857785,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1922","Johngarthia lagostoma","Ilha do Meio",1.1,30,"bushy","initialPopulationDensity",0.16211067182778,0.00594055631169389,0.150875689787611,0.17418226857785,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1923","Johngarthia lagostoma","Ilha do Meio",1.1,31,"bushy","initialPopulationDensity",0.16211067182778,0.00594055631169389,0.150875689787611,0.17418226857785,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1924","Johngarthia lagostoma","Ilha do Meio",1.1,32,"bushy","initialPopulationDensity",0.16211067182778,0.00594055631169389,0.150875689787611,0.17418226857785,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1925","Johngarthia lagostoma","Ilha do Meio",1.1,33,"open","initialPopulationDensity",0.714136041497433,0.0261695625642252,0.664643275166884,0.767314294480105,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1926","Johngarthia lagostoma","Ilha do Meio",1.1,34,"open","initialPopulationDensity",0.714136041497433,0.0261695625642252,0.664643275166884,0.767314294480105,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1927","Johngarthia lagostoma","Ilha do Meio",1.1,35,"open","initialPopulationDensity",0.714136041497433,0.0261695625642252,0.664643275166884,0.767314294480105,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
"1928","Johngarthia lagostoma","Ilha do Meio",1.1,36,"open","initialPopulationDensity",0.714136041497433,0.0261695625642252,0.664643275166884,0.767314294480105,"ZIP","lam(cover)gamma(.)p(JulianDate+moonPhase)iota(.)",738.68,450,0.327517966429392
